CALLERTYPE,DATECANCELLED,DATEINVTDONE,DATETIMECLOSED,DATETIMEINIT,DESCRIPTION,NEIGHBORHOOD,PRJCOMPLETEDATE,PROBADDRESS,PROBADDTYPE,PROBCITY,PROBLEMCODE,PROBZIP,REQUESTID,SRX,SRY,STATUS,SUBMITTO,WARD
PHONE,NA,2018-01-05 07:00:22.98,2018-01-05 07:00:22.98,2018-01-04 09:16:19.267,Refuse not collected,73,2018-01-09 00:00:00.0,8554 MORA LN,B,NA,Refuse not collected,NA,1050120,891867.07,1049564.277,CLOSED,"REFUSE,",2
NA,NA,2018-01-10 15:54:29.0,2018-01-10 15:54:45.21,2018-01-04 09:17:26.173,Illegl Use-Opn Storg,21,2018-01-24 00:00:00.0,809 ALLEN AVE,B,NA,Illegl Use-Opn Storg,NA,1050121,904778.785,1010193.314,CLOSED,"BUILDING DIV,",7
PHONE,NA,2018-01-18 14:42:01.0,2018-01-18 14:42:24.4,2018-01-04 09:18:16.787,Illegl Use-Opn Storg,17,2018-01-24 00:00:00.0,5116 PENNSYLVANIA AVE,B,NA,Illegl Use-Opn Storg,NA,1050122,894541.74,995037.877,CLOSED,"BUILDING DIV,",11
NA,NA,2018-02-22 13:13:43.84,2018-02-22 13:13:43.84,2018-01-04 09:18:57.487,Graffiti-Prvt Dmpstr,21,2018-01-24 00:00:00.0,1000 GEYER AVE,B,NA,Graffiti-Prvt Dmpstr,NA,1050123,904238.747,1010552.287,CLOSED,"OP BRIGHTSIDE,",7
PHONE,NA,2018-01-04 10:38:51.397,2018-01-04 10:38:51.397,2018-01-04 09:19:56.217,Refuse not collected,43,2018-01-09 00:00:00.0,6707 GLADES AVE,B,NA,Refuse not collected,NA,1050124,876814.98,1015049.464,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-18 14:31:35.0,2018-01-18 14:32:01.327,2018-01-04 09:20:08.36,Illegl Use-Opn Storg,1,2018-01-24 00:00:00.0,117 EILER ST,B,NA,Illegl Use-Opn Storg,NA,1050125,894215.417,994361.861,CLOSED,"BUILDING DIV,",11
NA,NA,2018-01-05 09:20:00.0,2018-01-05 16:35:13.737,2018-01-04 09:20:15.97,Traffic Graffiti,21,2018-01-18 00:00:00.0,2028 MENARD ST,B,NA,Traffic Graffiti,NA,1050126,903863.794,1010111.51,CLOSED,"TRAFFIC DIVISION, 511",7
PHONE,NA,2018-01-09 09:59:00.0,2018-04-04 10:02:47.463,2018-01-04 09:20:25.333,Check Welfare,56,2018-01-24 00:00:00.0,4622 ST LOUIS AVE,B,NA,Check Welfare,NA,1050127,892628.101,1031601.994,CLOSED,"ANIMAL CARE,",4
PHONE,NA,2018-01-05 06:59:52.943,2018-01-05 06:59:52.943,2018-01-04 09:21:09.273,Refuse not collected,65,2018-01-09 00:00:00.0,1919 BREMEN AVE,B,NA,Refuse not collected,NA,1050128,904876.526,1030276.138,CLOSED,"REFUSE,",3
NA,NA,2018-02-27 12:47:00.947,2018-02-27 12:47:00.947,2018-01-04 09:23:16.023,Graffiti-Private,21,2018-01-24 00:00:00.0,2020 S 11TH ST,B,NA,Graffiti-Private,NA,1050129,903587.038,1010222.847,CLOSED,"OP BRIGHTSIDE,",7
WEB,NA,2018-01-05 07:01:37.397,2018-01-05 07:01:37.397,2018-01-04 09:24:01.0,Refuse not collected,60,2018-01-09 00:00:00.0,2306 ST LOUIS AVE,A,NA,Refuse not collected,NA,1050130,903713.33,1026340.033,CLOSED,"REFUSE,",5
PHONE,NA,2018-01-05 07:02:58.993,2018-01-05 07:02:58.993,2018-01-04 09:24:14.567,Refuse not collected,56,2018-01-09 00:00:00.0,1701 DICK GREGORY PL,B,NA,Refuse not collected,NA,1050131,890965.357,1029614.777,CLOSED,"REFUSE,",4
PHONE,NA,2018-01-05 07:03:39.837,2018-01-05 07:03:39.837,2018-01-04 09:25:21.767,Cntnr overflow/bulky,69,2018-01-09 00:00:00.0,4851 KOSSUTH AVE,B,NA,Cntnr overflow/bulky,NA,1050132,893162.141,1035991.938,CLOSED,"REFUSE,",1
NA,NA,2018-01-10 15:32:52.0,2018-01-10 15:54:00.21,2018-01-04 09:25:54.547,Illegl Use-Opn Storg,21,2018-01-24 00:00:00.0,2010 S 12TH ST,B,NA,Illegl Use-Opn Storg,NA,1050133,903337.742,1010442.6,CLOSED,"BUILDING DIV,",7
PHONE,NA,2018-01-05 06:52:13.51,2018-01-05 06:52:13.51,2018-01-04 09:27:12.327,Refuse not collected,12,2018-01-09 00:00:00.0,5141 PATTISON AVE,B,NA,Refuse not collected,NA,1050134,885408.734,1014403.6,CLOSED,"REFUSE,",10
PHONE,NA,2018-01-05 07:04:14.58,2018-01-05 07:04:14.58,2018-01-04 09:27:55.0,Cntnr overflow/bulky,74,2018-01-09 00:00:00.0,1203 SELLS AVE,B,NA,Cntnr overflow/bulky,NA,1050135,895731.728,1049169.834,CLOSED,"REFUSE,",2
NA,NA,2018-01-10 15:55:04.0,2018-01-10 15:55:18.603,2018-01-04 09:27:55.45,Illegl Use-Opn Storg,21,2018-01-24 00:00:00.0,1915 S 11TH ST,B,NA,Illegl Use-Opn Storg,NA,1050136,903572.221,1010711.5,CLOSED,"BUILDING DIV,",7
PHONE,NA,2018-03-21 15:08:38.213,2018-03-21 15:08:38.213,2018-01-04 09:29:15.947,Vehicle-Rt of Way,74,2018-01-24 00:00:00.0,8306 N BROADWAY,B,NA,Vehicle-Rt of Way,NA,1050137,897201.888,1048499.669,CLOSED,"TREAS PRKG SVC,",2
PHONE,NA,2018-01-05 12:15:00.0,2018-04-02 12:16:54.307,2018-01-04 09:30:58.183,Stray Dog At Large,57,2018-01-24 00:00:00.0,ST FERDINAND AVE & N NEWSTEAD AVE,B,NA,Stray Dog At Large,NA,1050138,893619.022,1029532.525,CLOSED,"ANIMAL CARE,",4
ADMIN BUILDING,NA,2018-02-13 10:55:17.607,2018-02-13 10:55:17.607,2018-01-04 09:31:02.65,BOILER/FURNACE/RADIATOR,NA,2018-01-11 00:00:00.0,1200 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1050139,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-05 07:04:52.007,2018-01-05 07:04:52.007,2018-01-04 09:33:20.943,Refuse not collected,68,2018-01-09 00:00:00.0,4110 W PENROSE ST,B,NA,Refuse not collected,NA,1050140,898567.024,1033616.832,CLOSED,"REFUSE,",21
PHONE,NA,2018-01-19 14:36:08.913,2018-01-19 14:36:08.913,2018-01-04 09:34:35.83,Not enough cntnrs,74,2018-01-11 00:00:00.0,8536 CHURCH RD,B,NA,Not enough cntnrs,NA,1050141,896444.786,1049784.656,CLOSED,"REFUSE,",2
PHONE,NA,2018-01-05 07:06:36.327,2018-01-05 07:06:36.327,2018-01-04 09:35:47.06,Refuse not collected,57,2018-01-09 00:00:00.0,1705 BILLUPS AVE,B,NA,Refuse not collected,NA,1050142,893611.809,1028114.483,CLOSED,"REFUSE,",4
NA,NA,2018-01-05 10:20:00.0,2018-01-05 16:37:11.853,2018-01-04 09:36:23.027,Traffic Graffiti,21,2018-01-18 00:00:00.0,ANN AVE & S 11TH ST,B,NA,Traffic Graffiti,NA,1050143,903348.156,1009805.963,CLOSED,"TRAFFIC DIVISION, 511",7
PHONE,NA,2018-01-05 07:07:26.18,2018-01-05 07:07:26.18,2018-01-04 09:37:43.273,Refuse not collected,60,2018-01-09 00:00:00.0,2346 ST LOUIS AVE,B,NA,Refuse not collected,NA,1050144,903300.778,1026449.242,CLOSED,"REFUSE,",5
WEB,NA,2018-01-05 12:13:08.43,2018-01-05 12:13:08.43,2018-01-04 09:38:05.587,Foreman cntct citizn,14,2018-01-09 00:00:00.0,5211 THOLOZAN AVE,B,NA,Foreman cntct citizn,NA,1050145,883270.229,1005449.775,CLOSED,"REFUSE,",23
NA,NA,2018-02-27 12:48:06.197,2018-02-27 12:48:06.197,2018-01-04 09:38:46.78,Graffiti-Private,23,2018-01-24 00:00:00.0,2241 GRAVOIS AVE,B,NA,Graffiti-Private,NA,1050146,899952.394,1009715.825,CLOSED,"OP BRIGHTSIDE,",7
PHONE,NA,2018-01-04 09:39:42.0,2018-01-04 09:39:42.18,2018-01-04 09:39:42.18,Public Nuisance Rpt,15,NA,4376 BECK AVE,B,NA,Public Nuisance Rpt,NA,1050147,887099.006,1004363.858,CLOSED,"NST,",15
WEB,NA,2018-01-05 11:35:40.0,2018-01-05 11:35:43.78,2018-01-04 09:41:16.367,Cntnr overflow/bulky,14,2018-01-09 00:00:00.0,5211 THOLOZAN AVE,B,NA,Cntnr overflow/bulky,NA,1050148,883270.229,1005449.775,CLOSED,"REFUSE,",23
WEB,NA,2018-01-05 08:06:55.62,2018-01-05 08:06:55.62,2018-01-04 09:42:36.0,Excavation Application,26,2018-02-15 00:00:00.0,2232 S GRAND BLVD,A,NA,PmtApp_Excavation,NA,1050149,894487.947,1011215.385,CLOSED,"STREET PERMITS,",6
ADMIN BUILDING,NA,2018-02-13 11:02:58.017,2018-02-13 11:02:58.017,2018-01-04 09:43:34.13,BOILER/FURNACE/RADIATOR,NA,2018-01-11 00:00:00.0,1114 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63101,1050150,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-05 06:54:22.163,2018-01-05 06:54:22.163,2018-01-04 09:44:53.98,Refuse not collected,78,2018-01-09 00:00:00.0,5936 HAMILTON TER,B,NA,Refuse not collected,NA,1050151,881055.462,1032729.378,CLOSED,"REFUSE,",22
TWITTER,NA,2018-01-05 07:00:57.063,2018-01-05 07:00:57.063,2018-01-04 09:45:37.293,Refuse not collected,60,2018-01-09 00:00:00.0,1515 N 17TH ST,B,NA,Refuse not collected,NA,1050152,905976.35,1023075.062,CLOSED,"REFUSE,",5
PHONE,NA,2018-01-04 09:49:43.0,NA,2018-01-04 09:49:24.17,Sidewalk Ramp,38,2018-01-24 00:00:00.0,1 N BOYLE AVE,B,NA,Sidewalk Ramp,NA,1050153,891158.411,1021307.334,Disptch,"STREET DEPT, 510",17
PHONE,NA,2018-01-05 07:08:24.11,2018-01-05 07:08:24.11,2018-01-04 09:49:36.407,Cntnr overflow/bulky,69,2018-01-09 00:00:00.0,4665 KOSSUTH AVE,B,NA,Cntnr overflow/bulky,NA,1050154,894288.618,1035377.315,CLOSED,"REFUSE,",21
PHONE,NA,2018-01-12 08:38:57.813,2018-01-12 08:38:57.813,2018-01-04 09:49:59.89,Signal Damaged,36,2018-01-09 00:00:00.0,N 15TH ST & MARKET ST,B,NA,Signal Damaged,NA,1050155,905221.224,1017794.572,CLOSED,"TRAFFIC DIVISION, 511",7
NA,NA,2018-01-05 14:22:00.0,2018-02-08 11:37:25.777,2018-01-04 09:50:50.853,Debris-Vacant Lot,21,2018-01-24 00:00:00.0,1012 SHENANDOAH AVE,B,NA,Debris-Vacant Lot,NA,1050156,903636.161,1009233.178,CLOSED,"FORESTRY,",7
NA,NA,2018-01-10 15:55:35.0,2018-01-10 15:56:03.917,2018-01-04 09:52:23.927,Illegl Use-Opn Storg,21,2018-01-24 00:00:00.0,2354 MENARD ST,B,NA,Illegl Use-Opn Storg,NA,1050157,903403.772,1008722.331,CLOSED,"BUILDING DIV,",7
PHONE,NA,2018-01-04 17:33:00.0,2018-01-05 17:35:26.187,2018-01-04 09:52:24.933,Insufficient Heat,16,2018-01-15 00:00:00.0,3908 RAY AVE,B,NA,Insufficient Heat,NA,1050158,890121.009,1002702.095,CLOSED,"COMM SANITATION,",25
PHONE,NA,2018-01-22 15:45:08.0,2018-01-22 15:45:38.877,2018-01-04 09:53:08.37,Ppty Maint Code-Ext,69,2018-01-24 00:00:00.0,4671 LEE AVE,B,NA,Ppty Maint Code-Ext,NA,1050159,894479.867,1035656.379,CLOSED,"BUILDING DIV,",21
NA,NA,2018-01-05 10:40:00.0,2018-01-05 16:38:56.793,2018-01-04 09:54:57.14,Sign needs attention,21,2018-02-15 00:00:00.0,801 ANN AVE,B,NA,Sign needs attention,NA,1050160,904562.151,1009488.021,CLOSED,"TRAFFIC DIVISION, 511",7
PHONE,NA,2018-01-04 12:58:08.0,2018-01-31 10:51:46.847,2018-01-04 09:54:59.003,Hole-bottom of cont,38,2018-01-15 00:00:00.0,5047 WASHINGTON PL,B,NA,Hole-bottom of cont,NA,1050161,887184.372,1025963.22,CLOSED,"REFUSE,",28
PHONE,NA,2018-01-04 10:01:48.0,2018-01-30 07:12:32.83,2018-01-04 09:55:51.647,"Street, alley, or sidewalk cave-in",9,2018-01-09 00:00:00.0,7096 THOLOZAN AVE,B,NA,Cave-Ins,NA,1050162,873024.427,1006526.252,CLOSED,"STREET DEPT, 510",23
WEB,NA,2018-01-30 11:51:00.0,NA,2018-01-04 10:00:24.0,Inspect City Tree,38,2018-01-24 00:00:00.0,4716 WESTMINSTER PL,A,NA,Inspect City Tree,NA,1050163,888948.848,1025090.468,SCHEDULED,"FORESTRY,",28
PHONE,NA,2018-01-04 12:58:34.0,2018-01-12 10:33:22.727,2018-01-04 10:00:26.113,Did not get cart,73,2018-01-11 00:00:00.0,1810 SWITZER AVE,B,NA,Did not get cart,NA,1050164,891421.76,1049861.743,CLOSED,"REFUSE,",27
PHONE,NA,2018-01-10 00:00:00.0,2018-01-10 00:00:00.0,2018-01-04 10:00:42.21,Food Estab. Problem,77,2018-01-15 00:00:00.0,516 N GRAND BLVD,B,NA,Food Estab. Problem,NA,1050165,896898.383,1021483.654,Closed,"FOOD CNTRL,",19
NA,NA,2018-02-22 13:14:23.357,2018-02-22 13:14:23.357,2018-01-04 10:00:43.873,Graffiti-Public,21,2018-01-24 00:00:00.0,1021 RUSSELL BLVD,B,NA,Graffiti-Public,NA,1050166,903851.394,1010076.121,CLOSED,"OP BRIGHTSIDE,",7
PHONE,NA,2018-01-06 09:49:41.153,2018-01-06 09:49:41.153,2018-01-04 10:01:01.18,Cntnr overflow/bulky,50,2018-01-09 00:00:00.0,5520 NATURAL BRIDGE AVE,B,NA,Cntnr overflow/bulky,NA,1050167,887355.021,1037172.97,CLOSED,"REFUSE,",22
NA,NA,2018-01-10 14:53:50.0,2018-01-10 14:54:29.497,2018-01-04 10:03:28.857,Illegl Use-Opn Storg,23,2018-01-24 00:00:00.0,1831 RUSSELL BLVD,B,NA,Illegl Use-Opn Storg,NA,1050168,901954.796,1010804.722,CLOSED,"BUILDING DIV,",7
PHONE,NA,NA,NA,2018-01-04 10:03:56.92,Injured/Sick Animal,69,2018-01-09 00:00:00.0,4721 ANDERSON AVE,B,NA,Injured/Sick Animal,NA,1050169,894673.092,1036640.931,Disptch,"ANIMAL CARE,",21
NA,NA,2018-01-05 09:38:32.0,2018-01-05 09:39:17.553,2018-01-04 10:05:10.393,Containr not level,23,2018-01-15 00:00:00.0,2030 ALLEN AVE,B,NA,Containr not level,NA,1050170,901466.858,1011230.422,CLOSED,"REFUSE,",7
NA,NA,2018-01-05 11:45:00.0,2018-01-05 16:40:15.727,2018-01-04 10:06:53.553,Sign needs attention,23,2018-02-15 00:00:00.0,MISSISSIPPI AVE & GEYER AVE,B,NA,Sign needs attention,NA,1050171,901732.638,1011528.279,CLOSED,"TRAFFIC DIVISION, 511",7
PHONE,NA,2018-01-05 07:11:37.267,2018-01-05 07:11:37.267,2018-01-04 10:07:20.303,Refuse not collected,57,2018-01-09 00:00:00.0,4435 MAFFITT AVE,B,NA,Refuse not collected,NA,1050172,893861.331,1030730.134,CLOSED,"REFUSE,",4
PHONE,NA,2018-01-09 13:18:57.743,2018-01-09 13:18:57.743,2018-01-04 10:07:39.973,Refuse not collected,68,2018-01-09 00:00:00.0,4116 E PENROSE ST,B,NA,Refuse not collected,NA,1050173,899203.318,1033332.707,CLOSED,"REFUSE,",21
PHONE,NA,2018-01-05 07:13:31.763,2018-01-05 07:13:31.763,2018-01-04 10:10:04.573,Refuse not collected,65,2018-01-09 00:00:00.0,3923 VEST AVE,B,NA,Refuse not collected,NA,1050174,902698.089,1029567.921,CLOSED,"REFUSE,",3
WEB,NA,2018-01-05 15:35:42.917,2018-01-05 15:35:42.917,2018-01-04 10:10:36.0,Other Alley Repair,38,2018-01-11 00:00:00.0,4716 WESTMINSTER PL,A,NA,Other Alley Repair,NA,1050175,888948.848,1025090.468,CLOSED,"STREET DIVISION, 514",28
NA,NA,2018-01-05 11:30:48.0,2018-01-05 11:31:33.197,2018-01-04 10:10:56.313,Vehicle Towing,23,2018-01-11 00:00:00.0,2000 ALLEN AVE,B,NA,Vehicle Towing,NA,1050176,901613.387,1011129.184,CLOSED,"STREET DEPT, 510",7
PHONE,NA,2018-01-05 07:14:09.497,2018-01-05 07:14:09.497,2018-01-04 10:14:26.68,Cntnr overflow/bulky,76,2018-01-09 00:00:00.0,5521 MIMIKA AVE,B,NA,Cntnr overflow/bulky,NA,1050177,889866.945,1046514.752,CLOSED,"REFUSE,",27
PHONE,NA,2018-01-05 07:14:52.327,2018-01-05 07:14:52.327,2018-01-04 10:17:07.437,Cntnr overflow/bulky,59,2018-01-09 00:00:00.0,3632 GARFIELD AVE,B,NA,Cntnr overflow/bulky,NA,1050178,898548.553,1025930.715,CLOSED,"REFUSE,",4
PHONE,NA,2018-01-05 07:16:20.463,2018-01-05 07:16:20.463,2018-01-04 10:18:34.67,Refuse not collected,73,2018-01-09 00:00:00.0,1544 MCLARAN AVE,B,NA,Refuse not collected,NA,1050179,893520.585,1049760.921,CLOSED,"REFUSE,",2
TWITTER,NA,2018-03-21 13:35:23.99,2018-03-21 13:35:23.99,2018-01-04 10:19:45.673,Single street light out,86,2018-01-09 00:00:00.0,W FLORISSANT AVE & UNION BLVD,B,NA,Single Light Out,NA,1050180,894661.683,1042006.721,CLOSED,"TRAFFIC DIVISION, 511",27
TWITTER,NA,2018-03-21 13:35:23.99,2018-03-21 13:35:23.99,2018-01-04 10:19:45.673,Single street light out,86,2018-01-09 00:00:00.0,W FLORISSANT AVE & UNION BLVD,B,NA,Single Light Out,NA,1050180,894661.683,1042006.721,CLOSED,"TRAFFIC DIVISION, 511",27
PHONE,NA,2018-01-04 10:23:29.68,2018-01-04 10:23:29.68,2018-01-04 10:20:33.44,Walk-In Blocking Permit,38,2018-02-15 00:00:00.0,5 S TAYLOR AVE,B,NA,PmtApp_Walk-in,NA,1050181,888959.236,1021737.876,CLOSED,"STREET PERMITS,",17
TWITTER,NA,2018-01-05 09:47:00.0,2018-01-08 21:49:15.807,2018-01-04 10:20:46.057,Single street light out,84,2018-01-09 00:00:00.0,N KINGSHIGHWAY BLVD & PENROSE ST,B,NA,Single Light Out,NA,1050182,892132.877,1037193.048,CLOSED,"TRAFFIC DIVISION, 511",1
PHONE,NA,NA,NA,2018-01-04 10:21:27.853,Check Welfare,69,2018-01-24 00:00:00.0,4320 MARCUS AVE,B,NA,Check Welfare,NA,1050183,895017.671,1036622.819,Disptch,"ANIMAL CARE,",21
WEB,NA,2018-01-05 09:41:00.0,2018-01-08 21:44:23.873,2018-01-04 10:21:54.0,Single street light out,59,2018-01-09 00:00:00.0,2829 DELMAR BLVD,A,NA,Single Light Out,NA,1050184,900658.139,1021385.596,CLOSED,"TRAFFIC DIVISION, 511",19
PHONE,NA,2018-01-08 09:32:18.0,2018-01-10 10:04:11.713,2018-01-04 10:22:42.943,Property Damage-REF,8,2018-01-09 00:00:00.0,6721 ITASKA ST,B,NA,Property Damage-REF,NA,1050185,874846.247,1002342.461,CLOSED,"REFUSE,",16
PHONE,NA,2018-01-05 07:15:37.153,2018-01-05 07:15:37.153,2018-01-04 10:25:22.99,Refuse not collected,71,2018-01-09 00:00:00.0,4690 W FLORISSANT AVE,B,NA,Refuse not collected,NA,1050186,896874.877,1038455.833,CLOSED,"REFUSE,",1
PHONE,NA,2018-01-05 07:17:15.923,2018-01-05 07:17:15.923,2018-01-04 10:26:39.443,Refuse not collected,67,2018-01-09 00:00:00.0,3916 PENROSE ST,B,NA,Refuse not collected,NA,1050187,900307.136,1032725.349,CLOSED,"REFUSE,",3
WEB,NA,2018-01-04 10:38:17.0,2018-01-04 10:38:41.987,2018-01-04 10:27:31.0,Light Damaged,NA,2018-01-11 00:00:00.0,2829 DELMAR BLVD,A,NA,Light Damaged,NA,1050188,900659.139,1021386.595,CLOSED,"TRAFFIC DIVISION, 511",NA
WEB,NA,2018-01-04 10:38:57.0,2018-01-04 10:39:04.547,2018-01-04 10:34:10.0,Single street light out,NA,2018-01-09 00:00:00.0,2800 DR SAMUEL T SHEPARD DR,A,NA,Single Light Out,NA,1050189,900884.865,1020787.92,CLOSED,"TRAFFIC DIVISION, 511",NA
PHONE,NA,2018-01-05 08:40:30.263,2018-01-05 08:40:30.263,2018-01-04 10:34:33.23,Foreman cntct citizn,48,2018-01-09 00:00:00.0,5907 JULIAN AVE,B,NA,Foreman cntct citizn,NA,1050190,880948.682,1031918.003,CLOSED,"REFUSE,",22
PHONE,NA,2018-01-29 06:26:17.723,2018-01-29 06:26:17.723,2018-01-04 10:36:34.84,Misc-Street Div,63,2018-01-24 00:00:00.0,BLAIR AVE & HEBERT ST,B,NA,Misc-Street Div,NA,1050191,906271.125,1027190.834,CLOSED,"STREET DIVISION, 514",3
WEB,NA,2018-01-08 06:48:53.0,2018-01-08 06:58:31.317,2018-01-04 10:40:59.0,Privt Hauler Cnfirmd,NA,2018-01-15 00:00:00.0,1445 CUTTER AV,A,NA,Privt Hauler Cnfirmd,NA,1050192,875584.538,1016588.381,CLOSED,"REFUSE,",NA
PHONE,NA,2018-01-05 10:50:26.0,2018-01-05 10:51:39.727,2018-01-04 10:41:55.44,Vehicle Towing,30,2018-01-11 00:00:00.0,2908 WYOMING ST,B,NA,Vehicle Towing,NA,1050193,896796.055,1006523.272,CLOSED,"STREET DEPT, 510",9
PHONE,NA,2018-01-05 07:27:05.027,2018-01-05 07:27:05.027,2018-01-04 10:42:17.177,Refuse not collected,55,2018-01-09 00:00:00.0,2862 N EUCLID AVE,B,NA,Refuse not collected,NA,1050194,890852.911,1032934.711,CLOSED,"REFUSE,",4
PHONE,NA,2018-01-05 07:27:49.11,2018-01-05 07:27:49.11,2018-01-04 10:42:30.637,Refuse not collected,60,2018-01-09 00:00:00.0,1809 BENTON ST,B,NA,Refuse not collected,NA,1050195,905718.145,1024930.164,CLOSED,"REFUSE,",5
WEB,NA,2018-01-22 11:03:29.357,2018-01-22 11:03:29.357,2018-01-04 10:43:36.0,Special Event Consolidated Application,NA,2018-03-29 00:00:00.0,N Euclid Ave @ Enright Ave,B,NA,SpecialEventApp,NA,1050196,1,1,CLOSED,"OFC OF SPCL EVENTS,",NA
PHONE,NA,2018-01-05 07:34:56.357,2018-01-05 07:34:56.357,2018-01-04 10:44:31.283,Cntnr overflow/bulky,29,2018-01-09 00:00:00.0,3676 MCREE AVE,B,NA,Cntnr overflow/bulky,NA,1050197,893944.662,1013990.178,CLOSED,"REFUSE,",19
PHONE,NA,2018-01-05 07:30:40.343,2018-01-05 07:30:40.343,2018-01-04 10:45:58.397,Residnl Prvt Dmpstr,35,2018-01-24 00:00:00.0,315 N 10TH ST,B,NA,Residnl Prvt Dmpstr,NA,1050198,907446.52,1018283.395,CLOSED,"REFUSE,",7
PHONE,NA,2018-01-24 07:23:50.597,2018-01-24 07:23:50.597,2018-01-04 10:46:14.75,BOILER/FURNACE/RADIATOR,NA,2018-01-11 00:00:00.0,3157 SUBLETTE,B,ST. LOUIS,BOILER/FURNACE/RADIA,63139,1050199,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-05 08:12:35.64,2018-01-05 08:12:35.64,2018-01-04 10:47:04.787,Refuse not collected,68,2018-01-09 00:00:00.0,4052 LEE AVE,B,NA,Refuse not collected,NA,1050200,899272.373,1032881.744,CLOSED,"REFUSE,",21
WEB,NA,2018-01-04 10:55:40.0,2018-01-04 10:56:39.063,2018-01-04 10:47:57.0,Move container,NA,2018-01-11 00:00:00.0,4206 GANO AV,A,NA,Move container,NA,1050201,901477.022,1032211.953,CLOSED,"REFUSE,",NA
WEB,NA,2018-01-23 14:29:30.0,2018-01-23 14:30:15.223,2018-01-04 10:49:40.0,WTR-VACANT-BLDG,63,2018-01-17 00:00:00.0,1406 HEBERT ST,A,NA,WTR-VACANT-BLDG,NA,1050202,906460.099,1027028.492,CLOSED,"WATER DIV,",3
PHONE,NA,2018-01-05 08:50:28.613,2018-01-05 08:50:28.613,2018-01-04 10:50:33.97,Ovrflwng littr barel,49,2018-01-09 00:00:00.0,DELMAR BLVD & BELT AVE,B,NA,Ovrflwng littr barel,NA,1050203,883280.731,1026846.989,CLOSED,"REFUSE,",26
WEB,NA,2018-01-09 07:33:00.0,2018-03-08 07:34:39.983,2018-01-04 10:50:35.0,"Raw Garbage, Ext",35,2018-01-26 00:00:00.0,315 N 10TH ST,A,NA,"Raw Garbage, Ext",NA,1050204,907446.52,1018283.395,CLOSED,"VECTOR CNTRL,",7
WEB,NA,2018-01-05 07:28:53.987,2018-01-05 07:28:53.987,2018-01-04 10:53:03.0,Recycling not collec,43,2018-01-09 00:00:00.0,6546 MITCHELL TER,A,NA,Recycling not collec,NA,1050205,877509.689,1014980.263,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-04 10:55:06.737,2018-01-04 10:55:06.737,2018-01-04 10:53:44.957,Walk-In Blocking Permit,18,2018-02-15 00:00:00.0,3459 WISCONSIN AVE,B,NA,PmtApp_Walk-in,NA,1050206,899787.308,1004186.713,CLOSED,"STREET PERMITS,",9
PHONE,NA,2018-01-04 11:26:22.957,2018-01-04 11:26:22.957,2018-01-04 10:56:12.547,Signal Damaged,39,2018-01-09 00:00:00.0,S KINGSHIGHWAY BLVD & OAKLAND AVE,B,NA,Signal Damaged,NA,1050207,887462.973,1017765.595,CLOSED,"TRAFFIC DIVISION, 511",17
PHONE,NA,2018-01-10 09:50:00.0,2018-01-10 21:30:33.853,2018-01-04 10:56:15.12,Sign needs attention,45,2018-02-15 00:00:00.0,1 ABERDEEN PL,B,NA,Sign needs attention,NA,1050208,876403.243,1022250.868,CLOSED,"TRAFFIC DIVISION, 511",28
PHONE,NA,2018-01-04 14:03:29.0,2018-01-04 14:03:40.933,2018-01-04 10:57:02.43,Debris-alley/street,4,2018-01-09 00:00:00.0,4608 QUINCY ST,B,NA,Debris-alley/street,NA,1050209,881728.531,995703.809,CLOSED,"REFUSE,",12
PHONE,NA,2018-01-05 08:14:20.893,2018-01-05 08:14:20.893,2018-01-04 10:59:44.577,Refuse not collected,48,2018-01-09 00:00:00.0,5828 JULIAN AVE,B,NA,Refuse not collected,NA,1050210,881484.929,1031256.37,CLOSED,"REFUSE,",22
PHONE,NA,2018-01-05 08:15:50.72,2018-01-05 08:15:50.72,2018-01-04 11:00:09.75,Refuse not collected,73,2018-01-09 00:00:00.0,6054 NORTH POINTE BLVD,B,NA,Refuse not collected,NA,1050211,891110.657,1048183.154,CLOSED,"REFUSE,",27
NA,NA,2018-01-10 14:55:46.0,2018-01-10 14:57:07.403,2018-01-04 11:00:17.097,Ppty Maint Code-Ext,23,2018-01-24 00:00:00.0,2235 JULES ST,B,ST LOUIS,Ppty Maint Code-Ext,63104,1050212,900450.215,1010370.416,CLOSED,"BUILDING DIV,",7
NA,NA,2018-01-04 18:40:00.0,2018-01-04 19:48:06.457,2018-01-04 11:01:40.95,Light Damaged,23,2018-01-11 00:00:00.0,2122 ANN AVE,B,NA,Light Damaged,NA,1050213,900642.771,1010665.89,CLOSED,"TRAFFIC DIVISION, 511",7
NA,NA,2018-01-04 12:59:07.0,2018-01-08 09:37:19.603,2018-01-04 11:03:19.18,Containr damaged,23,2018-01-15 00:00:00.0,2042 RUSSELL BLVD,B,NA,Containr damaged,NA,1050214,901139.025,1010856.952,CLOSED,"REFUSE,",7
